Change number	Description	Valid From	Authorization group	Reason for Change	Change Status	Created on	Created by
862	"recipe 3623 blue %, migration error     "	6/21/2007	    	"recipe 3623 blue %, migration error     "	2	6/21/2007	WDURLING    
863	Update boot and delete old closure      	6/21/2007	    	                                        	2	6/21/2007	CPRESTON    
864	litter FP testing for Class C attributes	6/21/2007	    	                                        	1	6/21/2007	LSOPKO      
865	Delete old label and replace closure    	7/1/2007	    	                                        	2	6/21/2007	CPRESTON    
866	02452/Pak4 Cap Change 064501.001        	6/21/2007	    	                                        	1	6/21/2007	MSTEWART    
867	update rcp # 4068                       	6/21/2007	    	                                        	2	6/21/2007	AKACZAR     
868	20070621	6/21/2007	    	                                        	1	6/21/2007	AKACZAR     
869	Usage Field not populating              	6/22/2007	    	                                        	2	6/22/2007	MKWIECIE    
870	updating mat master for mult product shp	6/22/2007	    	                                        	2	6/22/2007	RHOEFING    
871	Change CLB Liq MtnFr to CLB Liq ClnLin  	6/22/2007	    	                                        	1	6/22/2007	BABERNAT    
872	Change line 90 to ASSM                  	6/25/2007	    	                                        	2	6/25/2007	RCARINO     
873	Rpl component w/formula in R5526        	6/26/2007	    	                                        	2	6/26/2007	JLEE3       
874	Rpl component w/formula in R5409        	6/26/2007	    	                                        	2	6/26/2007	JLEE3       
875	Change WIP's to Finished Goods          	6/26/2007	    	                                        	2	6/26/2007	CPRESTON    
876	Rpl component w/formula in R5526        	6/27/2007	    	                                        	2	6/26/2007	JLEE3       
877	New Low Streak Boot                     	6/26/2007	    	                                        	2	6/26/2007	CPRESTON    
878	Adding parts to assembly                	6/26/2007	    	                                        	2	6/26/2007	RHOEFING    
879	correct clingwrap recipe descriptions   	6/26/2007	    	                                        	2	6/26/2007	WDURLING    
880	"Recipe# 3830,5713,3826-Update-New CRTNs "	6/26/2007	    	                                        	2	6/26/2007	MRODGERS    
881	"Recipe# 4807, add new carton            "	6/26/2007	    	                                        	2	6/26/2007	MRODGERS    
882	Change Case Dims & drawing for 111816   	6/26/2007	    	"Case too tight, increase slack.         "	1	6/26/2007	ACHEEMA     
883	"Fix status rating- OVSD:10,413,413      "	6/27/2007	    	                                        	1	6/27/2007	OLOPEZ      
884	Orangeville Migration Corrections       	6/27/2007	    	                                        	2	6/27/2007	CSNORECK    
885	Orangeville Migration Corrections-Films 	6/27/2007	    	                                        	2	6/27/2007	CSNORECK    
886	Headercard Component revised            	6/27/2007	    	                                        	2	6/27/2007	MKWIECIE    
887	Case size increased to loosen the case p	6/27/2007	    	                                        	2	6/27/2007	ACHEEMA     
888	Change Recipes from Blch MtnFr to ClnLin	6/28/2007	    	                                        	2	6/28/2007	BABERNAT    
889	Deep Dish Tub Spec Revision             	6/28/2007	    	                                        	1	6/28/2007	RCOONCE     
890	Deep Dish Lid Spec Revision             	6/28/2007	    	                                        	1	6/28/2007	RCOONCE     
891	Deep Dish Lid Spec Revision             	6/28/2007	    	                                        	2	6/28/2007	RCOONCE     
892	Deep Dish Tub Spec Revision             	6/28/2007	    	                                        	2	6/28/2007	RCOONCE     
893	Family Size Lid Spec Revision           	6/28/2007	    	                                        	2	6/28/2007	RCOONCE     
894	Family Size Tub Spec Revision           	6/28/2007	    	                                        	2	6/28/2007	RCOONCE     
895	LC128oz Papr to Plstic IML & ClxAW Trigr	6/28/2007	    	                                        	2	6/28/2007	LFLORES     
896	New Carton design and scoop addition.   	6/28/2007	    	                                        	1	6/28/2007	BABERNAT    
897	Add ctn 11505000.003 to cu 140862.001   	6/28/2007	    	                                        	2	6/28/2007	ASCHWART    
898	New case material assignments           	6/28/2007	    	                                        	2	6/28/2007	JSCOTT      
899	20070628	6/28/2007	    	                                        	1	6/29/2007	BABERNAT    
900	Side Dish Tub Spec Revision             	6/29/2007	    	                                        	2	6/29/2007	RCOONCE     
901	Side Dish Lid Spec Revision             	6/29/2007	    	                                        	2	6/29/2007	RCOONCE     
902	Name change                             	6/29/2007	    	                                        	2	6/29/2007	SMELIN      
903	113770.001 in R5409 a ZN/Non-stock item 	6/29/2007	    	                                        	2	6/29/2007	JNGUYEN     
904	Update LC2 1X formula with new dyes     	12/2/2007	    	                                        	2	7/2/2007	AKOTECKI    
905	Add Drawings to Existing MOLDC Specs    	7/2/2007	    	                                        	2	7/2/2007	KOLSEN      
906	Case Dimension Change                   	7/2/2007	    	                                        	2	7/2/2007	MKWIECIE    
907	Case Dimension Change                   	7/2/2007	    	                                        	2	7/2/2007	MKWIECIE    
908	Add PUBLIC: REG_WORLD to Usage Column   	7/2/2007	    	                                        	2	7/2/2007	BABERNAT    
909	formula variance for plant trial-nitrate	7/2/2007	    	                                        	2	7/2/2007	DGALL       
910	New blisterboard for bleach pen         	7/2/2007	    	                                        	1	7/2/2007	DKOLARIC    
911	Admin update post SOP:                  	7/2/2007	    	                                        	2	7/2/2007	JMCSHANE    
912	Change Recipe Description               	7/3/2007	    	                                        	1	7/3/2007	LFULLBRI    
913	Change Recipe Description               	7/4/2007	    	                                        	2	7/3/2007	LFULLBRI    
914	mark water - zn - non stock item        	7/3/2007	    	                                        	2	7/3/2007	LFULLBRI    
915	Recipe# 4011 + 4002 - Correct Film      	7/3/2007	    	                                        	2	7/3/2007	MRODGERS    
916	Identified via the Giant Peach (100fl Pi	7/5/2007	    	                                        	2	7/5/2007	RWOOD       
917	Identified via the Giant Peach (100fl Pi	7/5/2007	    	                                        	2	7/5/2007	RWOOD       
918	Change Clx2 Dry Recipes/Carton 49&77oz. 	7/5/2007	    	                                        	2	7/5/2007	BABERNAT    
919	Prop tree info was deleted              	7/5/2007	    	                                        	2	7/5/2007	RHOEFING    
920	Update Recipe 4767                      	7/5/2007	    	                                        	2	7/5/2007	ALAVICTO    
